index,Number of Comments,Number of Subscribers,Membership Duration,Number of Uploads,Profanity in UserID,Age,class
3341,21,566,3,19,0,42,0
3342,23,8,4,7,0,21,0
3343,10,0,3,5,0,19,0
3344,12,0,5,5,0,34,1
3345,17,8,3,3,0,20,0
3346,31,4,2,1,0,15,0
3347,22,27,4,47,0,22,0
3348,14,2,3,5,0,17,0
3349,26,5,3,5,0,19,0
3350,18,0,3,5,0,22,0
3351,15,13,6,7,0,22,0
3352,16,5,3,3,0,18,0
3353,17,4,3,2,1,18,0
3354,25,1,3,4,0,24,1
3355,10,4,4,5,1,20,0
3356,1,95,3,52,0,21,0
3357,18,4,3,9,0,38,0
3358,5,1,3,2,0,19,0
3359,28,26,3,5,0,21,0
3360,22,3,5,1,0,22,0
3361,18,1,4,20,0,17,0
3362,22,23,3,25,0,21,1
3363,25,10,3,3,0,19,0
3364,13,0,4,5,0,24,0
3365,23,1,3,5,0,15,0
3366,17,14,4,4,0,17,0
3367,13,49,3,11,0,20,0
3368,3,8,3,2,0,19,0
3369,16,0,3,5,0,20,0
3370,7,0,3,5,0,28,0
3371,6,0,5,8,0,24,0
3372,24,1,5,1,0,21,0
3373,49,5,4,5,0,35,0
3374,21,2,3,5,0,18,0
3375,23,1,3,5,1,20,0
3376,8,15,4,1,0,25,0
3377,9,7,3,5,0,22,0
3378,1,0,3,5,0,14,0
3379,23,3,8,5,0,28,0
3380,17,3,3,5,0,21,0
3381,24,10,5,1,0,22,0
3382,1,11,3,5,0,15,0
3383,2,0,4,5,1,19,0
3384,30,1,6,1,0,40,0
3385,9,1,3,5,0,17,0
3386,1,8,3,5,0,18,0
3387,9,6,4,10,0,35,0
3388,17,4,5,6,0,20,0
3389,43,7,5,4,0,28,0
3390,21,35,4,19,0,21,0
3391,11,0,7,2,0,27,0
3392,3,0,2,2,0,19,0
3393,28,7,4,19,0,15,0
3394,27,0,3,5,0,23,0
3395,26,0,3,5,0,21,0
3396,3,0,4,5,0,22,0
3397,13,9,4,15,0,20,0
3398,21,0,4,5,1,14,0
3399,7,0,5,1,1,22,0
3400,4,2,3,5,1,26,1
3401,29,3,5,5,1,25,0
3402,18,0,2,5,1,21,0
3403,16,12,4,5,1,110,0
3404,1,365,3,11,0,24,0
3405,20,2,4,5,0,25,0
3406,20,2,8,5,0,26,1
3407,50,9,3,5,0,22,0
3408,14,194,2,1,0,21,0
3409,11,3,3,5,0,25,0
3410,42,1,6,5,0,24,1
3411,20,1,3,1,0,27,0
3412,2,0,5,1,0,32,0
3413,11,0,3,5,0,19,0
3414,2,69,2,82,0,18,0
3415,25,4,2,2,1,21,1
3416,8,1,3,3,0,22,0
3417,13,10,3,5,0,28,0
3418,6,5,5,5,0,20,0
3419,16,253,4,68,0,16,0
3420,7,12,3,5,0,18,0
3421,19,1,3,1,0,21,1
3422,33,0,3,5,0,22,0
3423,10,0,2,1,0,21,0
3424,22,1,2,5,0,21,0
3425,16,1,2,4,0,14,1
3426,22,13,3,11,1,23,0
3427,35,3,2,5,0,14,1
3428,9,1,3,10,0,15,0
3429,23,4,2,2,0,21,0
3430,36,1,2,5,0,50,0
3431,9,0,6,5,1,25,0
3432,47,0,3,2,0,20,0
3433,47,53,3,5,0,53,0
3434,7,3,3,5,0,31,0
3435,4,0,3,5,0,18,0
3436,29,599,6,76,0,22,0
3437,3,5,3,9,0,27,0
3438,10,0,2,5,0,29,0
3439,2,0,4,5,0,25,0
3440,38,8,7,10,0,27,0
3441,7,1,3,5,0,23,0
3442,35,1,4,31,0,42,0
3443,17,4,3,1,0,25,0
3444,29,0,4,2,0,21,0
3445,21,0,3,5,0,18,0
3446,41,22,3,5,0,23,0
3447,14,5,2,4,0,21,0
3448,18,1,3,1,0,27,0
3449,8,1,3,5,0,16,0
3450,2,0,7,5,0,23,1
3451,22,0,6,1,0,31,0
3452,12,35,2,72,0,15,0
3453,7,42,2,5,0,14,0
3454,1,19,3,9,0,15,0
3455,25,0,2,5,0,47,0
3456,4,0,3,5,0,24,0
3457,14,39,3,21,0,22,0
3458,4,1,2,5,0,19,0
3459,9,0,3,5,0,31,0
3460,28,20,2,5,0,31,0
3461,5,3,3,4,1,22,0
3462,4,4,3,5,0,111,1
3463,37,0,3,5,0,13,0
3464,15,2,4,7,0,23,1
3465,4,28,4,23,1,15,0
3466,23,0,5,3,0,33,0
3467,5,0,6,5,0,38,0
3468,27,220,4,30,0,18,0
